tconst,primaryTitle,genres,averageRating,startYear,nconst,primaryName,category,primaryProfession
tt0006548,The Count,"Comedy,Short",6.6,1916,nm0000122,Charles Chaplin,actor,"writer,actor,director"
tt0006684,The Fireman,"Comedy,Short",6.5,1916,nm0000122,Charles Chaplin,actor,"writer,actor,director"
tt0006684,The Fireman,"Comedy,Short",6.5,1916,nm0000122,Charles Chaplin,director,"writer,actor,director"
tt0006684,The Fireman,"Comedy,Short",6.5,1916,nm0000122,Charles Chaplin,writer,"writer,actor,director"
tt0006684,The Fireman,"Comedy,Short",6.5,1916,nm0000122,Charles Chaplin,editor,"writer,actor,director"
tt0006689,The Floorwalker,"Comedy,Short",6.6,1916,nm0000122,Charles Chaplin,actor,"writer,actor,director"
tt0006689,The Floorwalker,"Comedy,Short",6.6,1916,nm0000122,Charles Chaplin,director,"writer,actor,director"
tt0006689,The Floorwalker,"Comedy,Short",6.6,1916,nm0000122,Charles Chaplin,writer,"writer,actor,director"
tt0006689,The Floorwalker,"Comedy,Short",6.6,1916,nm0000122,Charles Chaplin,editor,"writer,actor,director"
tt0007145,One A.M.,"Comedy,Family,Short",7.0,1916,nm0000122,Charles Chaplin,actor,"writer,actor,director"
tt0007145,One A.M.,"Comedy,Family,Short",7.0,1916,nm0000122,Charles Chaplin,director,"writer,actor,director"
tt0007145,One A.M.,"Comedy,Family,Short",7.0,1916,nm0000122,Charles Chaplin,writer,"writer,actor,director"
tt0007145,One A.M.,"Comedy,Family,Short",7.0,1916,nm0000122,Charles Chaplin,editor,"writer,actor,director"
tt0007162,The Pawnshop,"Comedy,Short",7.0,1916,nm0000122,Charles Chaplin,actor,"writer,actor,director"
tt0007162,The Pawnshop,"Comedy,Short",7.0,1916,nm0000122,Charles Chaplin,director,"writer,actor,director"
tt0007162,The Pawnshop,"Comedy,Short",7.0,1916,nm0000122,Charles Chaplin,writer,"writer,actor,director"
tt0007162,The Pawnshop,"Comedy,Short",7.0,1916,nm0000122,Charles Chaplin,editor,"writer,actor,director"
tt0007194,Police,"Comedy,Short",6.4,1916,nm0000122,Charles Chaplin,actor,"writer,actor,director"
tt0007194,Police,"Comedy,Short",6.4,1916,nm0000122,Charles Chaplin,writer,"writer,actor,director"
tt0007264,The Rink,"Comedy,Short",7.0,1916,nm0000122,Charles Chaplin,actor,"writer,actor,director"
tt0007476,Triple Trouble,"Comedy,Short",5.1,1918,nm0000122,Charles Chaplin,actor,"writer,actor,director"
tt0007507,The Vagabond,"Comedy,Drama,Romance",6.8,1916,nm0000122,Charles Chaplin,actor,"writer,actor,director"
tt0007507,The Vagabond,"Comedy,Drama,Romance",6.8,1916,nm0000122,Charles Chaplin,director,"writer,actor,director"
tt0007507,The Vagabond,"Comedy,Drama,Romance",6.8,1916,nm0000122,Charles Chaplin,writer,"writer,actor,director"
tt0007507,The Vagabond,"Comedy,Drama,Romance",6.8,1916,nm0000122,Charles Chaplin,editor,"writer,actor,director"
tt0007613,The Adventurer,"Comedy,Short",7.3,1917,nm0000122,Charles Chaplin,actor,"writer,actor,director"
tt0007832,The Cure,"Comedy,Short",7.1,1917,nm0000122,Charles Chaplin,actor,"writer,actor,director"
tt0007880,Easy Street,"Comedy,Short",7.4,1917,nm0000122,Charles Chaplin,actor,"writer,actor,director"
tt0008133,The Immigrant,"Comedy,Drama,Romance",7.6,1917,nm0000122,Charles Chaplin,actor,"writer,actor,director"
tt0008133,The Immigrant,"Comedy,Drama,Romance",7.6,1917,nm0000122,Charles Chaplin,director,"writer,actor,director"
tt0008133,The Immigrant,"Comedy,Drama,Romance",7.6,1917,nm0000122,Charles Chaplin,writer,"writer,actor,director"
tt0008133,The Immigrant,"Comedy,Drama,Romance",7.6,1917,nm0000122,Charles Chaplin,editor,"writer,actor,director"
tt0008907,The Bond,"Comedy,Short",5.4,1918,nm0000122,Charles Chaplin,actor,"writer,actor,director"
tt0008907,The Bond,"Comedy,Short",5.4,1918,nm0000122,Charles Chaplin,director,"writer,actor,director"
tt0008907,The Bond,"Comedy,Short",5.4,1918,nm0000122,Charles Chaplin,writer,"writer,actor,director"
tt0008907,The Bond,"Comedy,Short",5.4,1918,nm0000122,Charles Chaplin,producer,"writer,actor,director"
tt0009018,A Dog's Life,"Comedy,Drama,Short",7.6,1918,nm0000122,Charles Chaplin,actor,"writer,actor,director"
tt0009018,A Dog's Life,"Comedy,Drama,Short",7.6,1918,nm0000122,Charles Chaplin,writer,"writer,actor,director"
tt0009018,A Dog's Life,"Comedy,Drama,Short",7.6,1918,nm0000122,Charles Chaplin,producer,"writer,actor,director"
tt0009018,A Dog's Life,"Comedy,Drama,Short",7.6,1918,nm0000122,Charles Chaplin,composer,"writer,actor,director"
tt0009611,Shoulder Arms,"Comedy,Short,War",7.3,1918,nm0000122,Charles Chaplin,actor,"writer,actor,director"
tt0009611,Shoulder Arms,"Comedy,Short,War",7.3,1918,nm0000122,Charles Chaplin,writer,"writer,actor,director"
tt0009611,Shoulder Arms,"Comedy,Short,War",7.3,1918,nm0000122,Charles Chaplin,producer,"writer,actor,director"
tt0010057,A Day's Pleasure,"Comedy,Short",6.6,1919,nm0000122,Charles Chaplin,actor,"writer,actor,director"
tt0010057,A Day's Pleasure,"Comedy,Short",6.6,1919,nm0000122,Charles Chaplin,director,"writer,actor,director"
tt0010057,A Day's Pleasure,"Comedy,Short",6.6,1919,nm0000122,Charles Chaplin,writer,"writer,actor,director"
tt0010057,A Day's Pleasure,"Comedy,Short",6.6,1919,nm0000122,Charles Chaplin,producer,"writer,actor,director"
tt0010057,A Day's Pleasure,"Comedy,Short",6.6,1919,nm0000122,Charles Chaplin,composer,"writer,actor,director"
tt0010747,Sunnyside,"Comedy,Short",6.6,1919,nm0000122,Charles Chaplin,actor,"writer,actor,director"
tt0010747,Sunnyside,"Comedy,Short",6.6,1919,nm0000122,Charles Chaplin,director,"writer,actor,director"
tt0010747,Sunnyside,"Comedy,Short",6.6,1919,nm0000122,Charles Chaplin,writer,"writer,actor,director"
tt0010747,Sunnyside,"Comedy,Short",6.6,1919,nm0000122,Charles Chaplin,producer,"writer,actor,director"
tt0012304,The Idle Class,"Comedy,Short",7.2,1921,nm0000122,Charles Chaplin,actor,"writer,actor,director"
tt0012304,The Idle Class,"Comedy,Short",7.2,1921,nm0000122,Charles Chaplin,actor,"writer,actor,director"
tt0012304,The Idle Class,"Comedy,Short",7.2,1921,nm0000122,Charles Chaplin,director,"writer,actor,director"
tt0012304,The Idle Class,"Comedy,Short",7.2,1921,nm0000122,Charles Chaplin,writer,"writer,actor,director"
tt0012304,The Idle Class,"Comedy,Short",7.2,1921,nm0000122,Charles Chaplin,producer,"writer,actor,director"
tt0012349,The Kid,"Comedy,Drama,Family",8.2,1921,nm0000122,Charles Chaplin,actor,"writer,actor,director"
tt0012349,The Kid,"Comedy,Drama,Family",8.2,1921,nm0000122,Charles Chaplin,director,"writer,actor,director"
tt0012349,The Kid,"Comedy,Drama,Family",8.2,1921,nm0000122,Charles Chaplin,writer,"writer,actor,director"
tt0012349,The Kid,"Comedy,Drama,Family",8.2,1921,nm0000122,Charles Chaplin,producer,"writer,actor,director"
tt0012349,The Kid,"Comedy,Drama,Family",8.2,1921,nm0000122,Charles Chaplin,composer,"writer,actor,director"
tt0013486,Pay Day,"Comedy,Short",7.4,1922,nm0000122,Charles Chaplin,actor,"writer,actor,director"
tt0013486,Pay Day,"Comedy,Short",7.4,1922,nm0000122,Charles Chaplin,director,"writer,actor,director"
tt0013486,Pay Day,"Comedy,Short",7.4,1922,nm0000122,Charles Chaplin,writer,"writer,actor,director"
tt0013486,Pay Day,"Comedy,Short",7.4,1922,nm0000122,Charles Chaplin,producer,"writer,actor,director"
tt0013486,Pay Day,"Comedy,Short",7.4,1922,nm0000122,Charles Chaplin,composer,"writer,actor,director"
tt0014358,The Pilgrim,"Comedy,Western",7.2,1923,nm0000122,Charles Chaplin,actor,"writer,actor,director"
tt0014358,The Pilgrim,"Comedy,Western",7.2,1923,nm0000122,Charles Chaplin,actor,"writer,actor,director"
tt0014358,The Pilgrim,"Comedy,Western",7.2,1923,nm0000122,Charles Chaplin,writer,"writer,actor,director"
tt0014358,The Pilgrim,"Comedy,Western",7.2,1923,nm0000122,Charles Chaplin,producer,"writer,actor,director"
tt0014624,A Woman of Paris: A Drama of Fate,"Drama,Romance",6.9,1923,nm0000122,Charles Chaplin,director,"writer,actor,director"
tt0014624,A Woman of Paris: A Drama of Fate,"Drama,Romance",6.9,1923,nm0000122,Charles Chaplin,writer,"writer,actor,director"
tt0014624,A Woman of Paris: A Drama of Fate,"Drama,Romance",6.9,1923,nm0000122,Charles Chaplin,composer,"writer,actor,director"
tt0015864,The Gold Rush,"Adventure,Comedy,Drama",8.1,1925,nm0000122,Charles Chaplin,actor,"writer,actor,director"
tt0015864,The Gold Rush,"Adventure,Comedy,Drama",8.1,1925,nm0000122,Charles Chaplin,director,"writer,actor,director"
tt0015864,The Gold Rush,"Adventure,Comedy,Drama",8.1,1925,nm0000122,Charles Chaplin,writer,"writer,actor,director"
tt0015864,The Gold Rush,"Adventure,Comedy,Drama",8.1,1925,nm0000122,Charles Chaplin,composer,"writer,actor,director"
tt0018773,The Circus,"Comedy,Family,Romance",8.1,1928,nm0000122,Charles Chaplin,actor,"writer,actor,director"
tt0018773,The Circus,"Comedy,Family,Romance",8.1,1928,nm0000122,Charles Chaplin,director,"writer,actor,director"
tt0018773,The Circus,"Comedy,Family,Romance",8.1,1928,nm0000122,Charles Chaplin,writer,"writer,actor,director"
tt0018773,The Circus,"Comedy,Family,Romance",8.1,1928,nm0000122,Charles Chaplin,producer,"writer,actor,director"
tt0018773,The Circus,"Comedy,Family,Romance",8.1,1928,nm0000122,Charles Chaplin,composer,"writer,actor,director"
tt0006213,The Ventures of Marguerite,"Action,Adventure",2.7,1915,nm0000252,Robert Ellis,director,"actor,director,writer"
tt0010781,The Tiger's Trail,"Action,Adventure,Drama",3.3,1919,nm0000252,Robert Ellis,director,"actor,director,writer"
tt0012366,Ladies Must Live,"Drama,Romance",7.1,1921,nm0000252,Robert Ellis,actor,"actor,director,writer"
tt0012898,Anna Ascends,"Drama,Romance",3.9,1922,nm0000252,Robert Ellis,actor,"actor,director,writer"
tt0013051,Dark Secrets,Drama,4.0,1923,nm0000252,Robert Ellis,actor,"actor,director,writer"
tt0013255,Hurricane's Gal,Adventure,5.4,1922,nm0000252,Robert Ellis,actor,"actor,director,writer"
tt0013267,The Infidel,Drama,5.1,1922,nm0000252,Robert Ellis,actor,"actor,director,writer"
tt0013766,Wild Honey,"Adventure,Crime,Drama",2.8,1922,nm0000252,Robert Ellis,actor,"actor,director,writer"
tt0015669,Capital Punishment,Drama,5.6,1925,nm0000252,Robert Ellis,actor,"actor,director,writer"
tt0016002,Lady Robinhood,Drama,7.0,1925,nm0000252,Robert Ellis,actor,"actor,director,writer"
tt0016167,The Northern Code,"Adventure,Drama,Romance",6.4,1925,nm0000252,Robert Ellis,actor,"actor,director,writer"
tt0016305,S.O.S. Perils of the Sea,"Action,Adventure,Drama",6.1,1925,nm0000252,Robert Ellis,actor,"actor,director,writer"
tt0016784,Devil's Dice,"Adventure,Romance,War",4.8,1926,nm0000252,Robert Ellis,actor,"actor,director,writer"
tt0017053,Ladies of Leisure,Drama,7.1,1926,nm0000252,Robert Ellis,actor,"actor,director,writer"
tt0018302,Ragtime,Drama,5.4,1927,nm0000252,Robert Ellis,actor,"actor,director,writer"
tt0019725,Broadway,"Crime,Music,Romance",6.2,1929,nm0000252,Robert Ellis,actor,"actor,director,writer"
tt0016603,The American Venus,Comedy,6.9,1926,nm0000315,Louise Brooks,actress,"actress,archive_footage"
tt0017004,It's the Old Army Game,"Adventure,Comedy,Romance",6.4,1926,nm0000315,Louise Brooks,actress,"actress,archive_footage"
tt0017013,Just Another Blonde,"Adventure,Comedy,Romance",3.4,1926,nm0000315,Louise Brooks,actress,"actress,archive_footage"
tt0017082,Love 'Em and Leave 'Em,"Comedy,Drama,Romance",6.1,1926,nm0000315,Louise Brooks,actress,"actress,archive_footage"
tt0017382,The Show-Off,"Comedy,Drama",6.7,1926,nm0000315,Louise Brooks,actress,"actress,archive_footage"
tt0017411,A Social Celebrity,Comedy,6.7,1926,nm0000315,Louise Brooks,actress,"actress,archive_footage"
tt0017755,The City Gone Wild,"Crime,Drama,Romance",5.4,1927,nm0000315,Louise Brooks,actress,"actress,archive_footage"
tt0018211,Now We're in the Air,Comedy,6.9,1927,nm0000315,Louise Brooks,actress,"actress,archive_footage"
tt0018211,Now We're in the Air,Comedy,6.9,1927,nm0000315,Louise Brooks,actress,"actress,archive_footage"
tt0018335,Rolled Stockings,"Drama,Romance",6.9,1927,nm0000315,Louise Brooks,actress,"actress,archive_footage"
tt0018684,Beggars of Life,"Adventure,Crime,Drama",7.5,1928,nm0000315,Louise Brooks,actress,"actress,archive_footage"
tt0018737,Pandora's Box,"Crime,Drama,Romance",7.7,1929,nm0000315,Louise Brooks,actress,"actress,archive_footage"
tt0018937,A Girl in Every Port,"Action,Adventure,Comedy",6.5,1928,nm0000315,Louise Brooks,actress,"actress,archive_footage"
tt0018937,A Girl in Every Port,"Action,Adventure,Comedy",6.5,1928,nm0000315,Louise Brooks,actress,"actress,archive_footage"
tt0019745,The Canary Murder Case,"Crime,Mystery",5.9,1929,nm0000315,Louise Brooks,actress,"actress,archive_footage"
tt0018770,The Fall of the House of Usher,"Drama,Fantasy,Horror",7.2,1928,nm0000320,Luis Buñuel,writer,"writer,director,actor"
tt0013014,Cinderella,"Animation,Fantasy,Romance",5.5,1922,nm0000370,Walt Disney,director,"producer,actor,miscellaneous"
tt0013149,The Four Musicians of Bremen,"Animation,Short",5.0,1922,nm0000370,Walt Disney,director,"producer,actor,miscellaneous"
tt0013193,Goldie Locks and the Three Bears,"Animation,Short",5.7,1922,nm0000370,Walt Disney,director,"producer,actor,miscellaneous"
tt0013275,Jack and the Beanstalk,"Animation,Short",6.0,1922,nm0000370,Walt Disney,director,"producer,actor,miscellaneous"
tt0013323,Little Red Riding Hood,"Animation,Comedy,Family",5.1,1922,nm0000370,Walt Disney,director,"producer,actor,miscellaneous"
tt0013520,Puss in Boots,"Animation,Short",5.4,1922,nm0000370,Walt Disney,director,"producer,actor,miscellaneous"
tt0013690,Tommy Tucker's Tooth,Short,4.8,1922,nm0000370,Walt Disney,director,"producer,actor,miscellaneous"
tt0013823,Alice's Wonderland,"Animation,Comedy,Family",6.4,1923,nm0000370,Walt Disney,actor,"producer,actor,miscellaneous"
tt0013823,Alice's Wonderland,"Animation,Comedy,Family",6.4,1923,nm0000370,Walt Disney,director,"producer,actor,miscellaneous"
tt0013823,Alice's Wonderland,"Animation,Comedy,Family",6.4,1923,nm0000370,Walt Disney,writer,"producer,actor,miscellaneous"
tt0014656,Alice Gets in Dutch,"Animation,Comedy,Short",5.5,1924,nm0000370,Walt Disney,director,"producer,actor,miscellaneous"
tt0014657,Alice Hunting in Africa,"Animation,Comedy,Short",4.5,1924,nm0000370,Walt Disney,director,"producer,actor,miscellaneous"
tt0014658,Alice the Piper,"Animation,Comedy,Family",5.8,1924,nm0000370,Walt Disney,director,"producer,actor,miscellaneous"
tt0014659,Alice and the Dog Catcher,"Animation,Comedy,Short",4.9,1924,nm0000370,Walt Disney,actor,"producer,actor,miscellaneous"
tt0014659,Alice and the Dog Catcher,"Animation,Comedy,Short",4.9,1924,nm0000370,Walt Disney,director,"producer,actor,miscellaneous"
tt0014660,Alice and the Three Bears,"Animation,Comedy,Short",4.8,1924,nm0000370,Walt Disney,director,"producer,actor,miscellaneous"
tt0014661,Alice the Peacemaker,"Animation,Comedy,Short",5.9,1924,nm0000370,Walt Disney,director,"producer,actor,miscellaneous"
tt0014662,Alice's Day at Sea,"Animation,Comedy,Short",5.4,1924,nm0000370,Walt Disney,director,"producer,actor,miscellaneous"
tt0014663,Alice's Fishy Story,"Animation,Comedy,Short",4.6,1924,nm0000370,Walt Disney,actor,"producer,actor,miscellaneous"
tt0014663,Alice's Fishy Story,"Animation,Comedy,Short",4.6,1924,nm0000370,Walt Disney,director,"producer,actor,miscellaneous"
tt0014664,Alice's Spooky Adventure,"Animation,Comedy,Short",5.3,1924,nm0000370,Walt Disney,director,"producer,actor,miscellaneous"
tt0014665,Alice's Wild West Show,"Animation,Comedy,Family",5.8,1924,nm0000370,Walt Disney,director,"producer,actor,miscellaneous"
tt0015551,Alice Cans the Cannibals,"Animation,Comedy,Short",4.5,1925,nm0000370,Walt Disney,director,"producer,actor,miscellaneous"
tt0015552,Alice Chops the Suey,"Animation,Comedy,Short",4.6,1925,nm0000370,Walt Disney,director,"producer,actor,miscellaneous"
tt0015553,Alice Gets Stung,"Animation,Comedy,Family",4.9,1925,nm0000370,Walt Disney,director,"producer,actor,miscellaneous"
tt0015554,Alice Is Stage Struck,"Animation,Comedy,Short",4.4,1925,nm0000370,Walt Disney,director,"producer,actor,miscellaneous"
tt0015555,Alice Loses Out,"Animation,Comedy,Short",4.7,1925,nm0000370,Walt Disney,director,"producer,actor,miscellaneous"
tt0015556,Alice Picks the Champ,"Animation,Comedy,Short",4.1,1925,nm0000370,Walt Disney,director,"producer,actor,miscellaneous"
tt0015557,Alice Plays Cupid,"Animation,Comedy,Short",5.8,1925,nm0000370,Walt Disney,director,"producer,actor,miscellaneous"
tt0015558,Alice Solves the Puzzle,"Animation,Comedy,Family",5.2,1925,nm0000370,Walt Disney,director,"producer,actor,miscellaneous"
tt0015559,Alice Wins the Derby,"Animation,Comedy,Family",5.1,1925,nm0000370,Walt Disney,director,"producer,actor,miscellaneous"
tt0015560,Alice in the Jungle,"Animation,Comedy,Short",5.1,1925,nm0000370,Walt Disney,director,"producer,actor,miscellaneous"
tt0015561,Alice the Jail Bird,"Animation,Comedy,Short",4.9,1925,nm0000370,Walt Disney,director,"producer,actor,miscellaneous"
tt0015562,Alice the Toreador,"Animation,Comedy,Short",5.2,1925,nm0000370,Walt Disney,director,"producer,actor,miscellaneous"
tt0015563,Alice's Egg Plant,"Animation,Comedy,Family",5.7,1925,nm0000370,Walt Disney,director,"producer,actor,miscellaneous"
tt0015564,Alice's Tin Pony,"Animation,Comedy,Short",4.9,1925,nm0000370,Walt Disney,director,"producer,actor,miscellaneous"
tt0016580,Alice Charms the Fish,"Animation,Comedy,Short",6.1,1926,nm0000370,Walt Disney,director,"producer,actor,miscellaneous"
tt0016581,Alice Cuts the Ice,"Animation,Comedy,Short",5.2,1926,nm0000370,Walt Disney,director,"producer,actor,miscellaneous"
tt0016582,Alice Helps the Romance,"Animation,Comedy,Short",5.6,1926,nm0000370,Walt Disney,director,"producer,actor,miscellaneous"
tt0016583,Alice Rattled by Rats,"Animation,Comedy,Family",5.1,1925,nm0000370,Walt Disney,director,"producer,actor,miscellaneous"
tt0016584,Alice in Slumberland,"Animation,Family,Short",5.7,1926,nm0000370,Walt Disney,director,"producer,actor,miscellaneous"
tt0016585,Alice in the Wooly West,"Animation,Comedy,Family",5.3,1926,nm0000370,Walt Disney,director,"producer,actor,miscellaneous"
tt0016586,Alice on the Farm,"Animation,Comedy,Short",4.7,1926,nm0000370,Walt Disney,director,"producer,actor,miscellaneous"
tt0016587,Alice the Fire Fighter,"Animation,Comedy,Romance",4.9,1926,nm0000370,Walt Disney,director,"producer,actor,miscellaneous"
tt0016588,Alice the Lumberjack,"Animation,Comedy,Short",6.1,1926,nm0000370,Walt Disney,director,"producer,actor,miscellaneous"
tt0016589,Alice's Balloon Race,"Animation,Comedy,Family",5.3,1926,nm0000370,Walt Disney,director,"producer,actor,miscellaneous"
tt0016590,Alice's Brown Derby,"Animation,Comedy,Short",5.5,1926,nm0000370,Walt Disney,director,"producer,actor,miscellaneous"
tt0016591,Alice's Little Parade,"Animation,Comedy,Short",5.1,1926,nm0000370,Walt Disney,director,"producer,actor,miscellaneous"
tt0016592,Alice's Monkey Business,"Animation,Comedy,Short",5.7,1926,nm0000370,Walt Disney,director,"producer,actor,miscellaneous"
tt0016593,Alice's Mysterious Mystery,"Animation,Comedy,Family",5.4,1926,nm0000370,Walt Disney,director,"producer,actor,miscellaneous"
tt0016594,Alice's Orphan,"Animation,Short",4.8,1926,nm0000370,Walt Disney,director,"producer,actor,miscellaneous"
tt0016595,Alice's Spanish Guitar,"Animation,Comedy,Short",5.7,1926,nm0000370,Walt Disney,director,"producer,actor,miscellaneous"
tt0017600,Alice Foils the Pirates,"Animation,Comedy,Short",6.4,1927,nm0000370,Walt Disney,director,"producer,actor,miscellaneous"
tt0017601,Alice at the Carnival,"Animation,Comedy,Short",5.8,1927,nm0000370,Walt Disney,director,"producer,actor,miscellaneous"
tt0017602,Alice at the Rodeo,"Animation,Comedy,Short",5.6,1927,nm0000370,Walt Disney,director,"producer,actor,miscellaneous"
